time,open,high,low,close,ema25,ema50,MA200,MA50,MA200,MA50,Volume,RSI,RSI-based MA,Upper Bollinger Band,Histogram,MACD,Signal,EPS Estimate FQ,EPS Estimate FY,Revenue Estimate FQ,Revenue Estimate FY
1727101800,111.307,113.555,110.182,112.431,109.058,106.809,101.188,106.809,101.188,106.809,1040289,69.781,50,,0.472,0.659,-1.316,1.4,4,12000000000,35000000000
1727188200,110.96,113.202,109.84,112.081,108.719,106.477,100.873,106.477,100.873,106.477,4928062,56.36,50,,0.502,-4.817,-4.095,1.4,4,12000000000,35000000000
1727274600,109.161,111.366,108.058,110.263,106.955,104.75,99.237,104.75,99.237,104.75,1020209,45.337,50,,-0.071,2.959,-1.274,1.4,4,12000000000,35000000000
1727361000,110.413,112.644,109.298,111.528,108.183,105.952,100.376,105.952,100.376,105.952,3019223,60.745,50,,-0.223,3.035,-0.163,1.4,4,12000000000,35000000000
1727447400,108.876,111.075,107.776,109.976,106.676,104.477,98.978,104.477,98.978,104.477,1621848,30.727,50,,-0.656,-2.398,3.579,1.4,4,12000000000,35000000000
1727706600,109.394,111.604,108.289,110.499,107.184,104.974,99.449,104.974,99.449,104.974,2204373,67.985,50,,-0.174,4.391,-2.127,1.4,4,12000000000,35000000000
1727793000,109.14,111.345,108.037,110.242,106.935,104.73,99.218,104.73,99.218,104.73,2147876,47.34,50,,0.554,-0.142,2.155,1.4,4,12000000000,35000000000
1727879400,109.209,111.416,108.106,110.312,107.003,104.797,99.281,104.797,99.281,104.797,2685710,58.647,50,,-0.817,-3.705,4.665,1.4,4,12000000000,35000000000
1727965800,108.077,110.26,106.985,109.168,105.893,103.71,98.251,103.71,98.251,103.71,1109622,34.131,50,,-0.689,2.747,-4.01,1.4,4,12000000000,35000000000
1728052200,108.864,111.063,107.764,109.964,106.665,104.465,98.967,104.465,98.967,104.465,1786159,63.375,50,,-0.822,1.119,4.958,1.4,4,12000000000,35000000000
1728311400,109.2,111.406,108.097,110.303,106.994,104.787,99.272,104.787,99.272,104.787,3241797,46.875,50,,-0.906,1.516,4.26,1.4,4,12000000000,35000000000
1728397800,110.384,112.614,109.269,111.499,108.154,105.924,100.349,105.924,100.349,105.924,3848216,46.785,50,,0.343,-3.814,-2.347,1.4,4,12000000000,35000000000
1728484200,109.469,111.681,108.363,110.575,107.258,105.046,99.517,105.046,99.517,105.046,3012061,62.205,50,,0.408,-4.523,-2.858,1.4,4,12000000000,35000000000
1728570600,110.242,112.469,109.128,111.355,108.015,105.788,100.22,105.788,100.22,105.788,4633932,45.589,50,,0.337,-2.058,0.078,1.4,4,12000000000,35000000000
1728657000,112.228,114.495,111.094,113.361,109.96,107.693,102.025,107.693,102.025,107.693,1487197,54.244,50,,-0.042,-3.509,1.136,1.4,4,12000000000,35000000000
1728916200,113.294,115.583,112.149,114.438,111.005,108.716,102.994,108.716,102.994,108.716,1700966,50.83,50,,-0.167,3.879,4.921,1.4,4,12000000000,35000000000
1729002600,112.401,114.672,111.266,113.537,110.13,107.86,102.183,107.86,102.183,107.86,3065596,55.346,50,,0.62,4.13,2.887,1.4,4,12000000000,35000000000
1729089000,113.097,115.382,111.955,114.239,110.812,108.527,102.815,108.527,102.815,108.527,4611497,49.439,50,,-0.983,4.89,1.573,1.4,4,12000000000,35000000000
1729175400,115.233,117.561,114.069,116.397,112.905,110.577,104.757,110.577,104.757,110.577,3972925,40.701,50,,0.081,-0.597,2.599,1.4,4,12000000000,35000000000
1729261800,117.005,119.369,115.823,118.187,114.641,112.277,106.368,112.277,106.368,112.277,1958650,50.321,50,,-0.459,-2.537,-3.517,1.6,4,13000000000,35000000000
1729521000,115.924,118.266,114.753,117.095,113.583,111.241,105.386,111.241,105.386,111.241,2710092,52.434,50,,0.197,4.601,0.328,1.6,4,13000000000,35000000000
1729607400,116.571,118.926,115.393,117.748,114.216,111.861,105.974,111.861,105.974,111.861,1624342,67.835,50,,-0.46,-0.199,-1.942,1.6,4,13000000000,35000000000
1729693800,116.645,119.002,115.467,117.823,114.289,111.932,106.041,111.932,106.041,111.932,3091943,44.707,50,,-0.059,-1.616,1.057,1.6,4,13000000000,35000000000
1729780200,115.2,117.527,114.036,116.364,112.873,110.545,104.727,110.545,104.727,110.545,4690611,53.222,50,,-0.098,-3.506,0.039,1.6,4,13000000000,35000000000
1729866600,115.453,117.785,114.287,116.619,113.121,110.788,104.957,110.788,104.957,110.788,1566513,55.803,50,,0.624,3.915,-1.846,1.6,4,13000000000,35000000000
1730125800,115.538,117.872,114.371,116.705,113.204,110.87,105.035,110.87,105.035,110.87,2384294,34.736,50,,0.775,1.983,-2.75,1.6,4,13000000000,35000000000
1730212200,116.31,118.66,115.135,117.485,113.96,111.61,105.736,111.61,105.736,111.61,4477191,58.117,50,,0.126,1.848,-2.738,1.6,4,13000000000,35000000000
1730298600,114.958,117.28,113.797,116.119,112.635,110.313,104.507,110.313,104.507,110.313,3380581,56.396,50,,-0.384,-1.724,2.738,1.6,4,13000000000,35000000000
1730385000,116.626,118.982,115.448,117.804,114.27,111.914,106.024,111.914,106.024,111.914,4448590,54.615,50,,-0.831,-2.755,1.807,1.6,4,13000000000,35000000000
1730471400,119.118,121.525,117.915,120.322,116.712,114.305,108.289,114.305,108.289,114.305,2430563,40.763,50,,0.438,-1.207,-3.783,1.6,4,13000000000,35000000000
1730730600,118.472,120.865,117.275,119.669,116.079,113.685,107.702,113.685,107.702,113.685,1475636,40.033,50,,0.54,1.812,-4.59,1.6,4,13000000000,35000000000
1730817000,116.488,118.841,115.311,117.664,114.134,111.781,105.898,111.781,105.898,111.781,4040573,69.951,50,,-0.4,-2.51,0.296,1.6,4,13000000000,35000000000
1730903400,115.928,118.27,114.757,117.099,113.586,111.244,105.389,111.244,105.389,111.244,1328488,35.561,50,,-0.201,4.337,1.384,1.6,4,13000000000,35000000000
1730989800,114.788,117.107,113.628,115.947,112.469,110.15,104.353,110.15,104.353,110.15,3850634,43.153,50,,-0.984,3.882,4.59,1.6,4,13000000000,35000000000
1731076200,113.033,115.317,111.891,114.175,110.75,108.466,102.757,108.466,102.757,108.466,4872736,62.143,50,,0.282,3.433,1.062,1.6,4,13000000000,35000000000
1731335400,114.904,117.226,113.744,116.065,112.583,110.262,104.459,110.262,104.459,110.262,2699376,33.643,50,,0.153,2.254,-0.244,1.6,4,13000000000,35000000000
1731421800,114.627,116.943,113.469,115.785,112.311,109.996,104.206,109.996,104.206,109.996,4917049,45.751,50,,0.797,1.327,0.491,1.6,4,13000000000,35000000000
1731508200,112.594,114.869,111.457,113.732,110.32,108.045,102.358,108.045,102.358,108.045,3132921,34.395,50,,-0.519,3.972,-2.255,1.6,4,13000000000,35000000000
1731594600,110.437,112.668,109.321,111.552,108.206,105.975,100.397,105.975,100.397,105.975,3260029,40.837,50,,0.06,-0.268,-0.967,1.6,4,13000000000,35000000000
1731681000,108.709,110.906,107.611,109.807,106.513,104.317,98.827,104.317,98.827,104.317,2566478,32.763,50,,0.955,-1.369,0.555,1.6,4,13000000000,35000000000
1731940200,110.208,112.435,109.095,111.321,107.982,105.755,100.189,105.755,100.189,105.755,3128000,57.384,50,,-0.939,-1.919,1.824,1.6,4,13000000000,35000000000
1732026600,108.725,110.922,107.627,109.823,106.529,104.332,98.841,104.332,98.841,104.332,4831383,53.171,50,,0.353,3.268,-0.159,1.6,4,13000000000,35000000000
1732113000,110.208,112.435,109.095,111.322,107.982,105.755,100.189,105.755,100.189,105.755,4218631,43.419,50,,0.777,-3.402,3.491,1.6,4,13000000000,35000000000
1732199400,109.771,111.989,108.662,110.88,107.553,105.336,99.792,105.336,99.792,105.336,2844309,46.226,50,,0.953,-3.549,-2.047,1.6,4,13000000000,35000000000
1732285800,110.743,112.98,109.624,111.861,108.506,106.268,100.675,106.268,100.675,106.268,3679623,54.147,50,,-0.984,4.523,4.197,1.6,4,13000000000,35000000000
1732545000,111.518,113.771,110.392,112.645,109.265,107.013,101.38,107.013,101.38,107.013,2591764,59.88,50,,0.885,-3.989,-4.696,1.6,4,13000000000,35000000000
1732631400,111.311,113.56,110.187,112.436,109.062,106.814,101.192,106.814,101.192,106.814,3848978,46.891,50,,0.867,-0.916,1.058,1.6,4,13000000000,35000000000
1732717800,109.334,111.543,108.23,110.438,107.125,104.916,99.395,104.916,99.395,104.916,2974526,61.166,50,,0.292,1.974,3.122,1.6,4,13000000000,35000000000
1732804200,110.967,113.209,109.846,112.088,108.725,106.483,100.879,106.483,100.879,106.483,3463697,35.583,50,,0.016,-1.437,-2.291,1.6,4,13000000000,35000000000
1732890600,113.332,115.621,112.187,114.477,111.042,108.753,103.029,108.753,103.029,108.753,4812621,68.744,50,,-0.287,-0.261,1.975,1.6,4,13000000000,35000000000
1733149800,115.48,117.813,114.314,116.647,113.147,110.814,104.982,110.814,104.982,110.814,3607985,39.592,50,,0.125,-1.423,-3.413,1.6,4,13000000000,35000000000
1733236200,116.938,119.301,115.757,118.12,114.576,112.214,106.308,112.214,106.308,112.214,4843415,58.162,50,,-0.155,2.273,-2.465,1.6,4,13000000000,35000000000
1733322600,117.673,120.05,116.484,118.862,115.296,112.919,106.975,112.919,106.975,112.919,4768006,60.883,50,,-0.889,-0.651,-1.237,1.6,4,13000000000,35000000000
1733409000,116.772,119.131,115.593,117.952,114.413,112.054,106.157,112.054,106.157,112.054,4423120,43.649,50,,0.596,-2.619,1.096,1.6,4,13000000000,35000000000
1733495400,115.145,117.471,113.982,116.308,112.819,110.493,104.677,110.493,104.677,110.493,2432342,56.921,50,,0.783,-3.278,1.427,1.6,4,13000000000,35000000000
1733754600,115.199,117.527,114.036,116.363,112.872,110.545,104.727,110.545,104.727,110.545,2430192,60.299,50,,-0.757,0.828,-0.197,1.6,4,13000000000,35000000000
1733841000,113.908,116.209,112.757,115.058,111.606,109.305,103.552,109.305,103.552,109.305,3649132,63.354,50,,-0.651,2.166,-4.003,1.6,4,13000000000,35000000000
1733927400,113.235,115.523,112.091,114.379,110.947,108.66,102.941,108.66,102.941,108.66,2380129,56.265,50,,0.569,-0.387,-0.288,1.6,4,13000000000,35000000000
1734013800,113.313,115.602,112.169,114.458,111.024,108.735,103.012,108.735,103.012,108.735,4242848,56.527,50,,0.874,-0.68,-1.011,1.6,4,13000000000,35000000000
1734100200,111.62,113.875,110.492,112.747,109.365,107.11,101.473,107.11,101.473,107.11,3047985,67.071,50,,0.679,-3.501,-1.239,1.6,4,13000000000,35000000000
1734359400,109.898,112.119,108.788,111.009,107.678,105.458,99.908,105.458,99.908,105.458,1109990,56.096,50,,0.883,-0.412,-1.23,1.6,4,13000000000,35000000000
1734445800,110.018,112.24,108.906,111.129,107.795,105.573,100.016,105.573,100.016,105.573,4418117,41.54,50,,-0.689,4.721,3.26,1.6,4,13000000000,35000000000
1734532200,112.192,114.459,111.059,113.325,109.926,107.659,101.993,107.659,101.993,107.659,1078798,48.577,50,,0.622,2.047,2.929,1.6,4,13000000000,35000000000
1734618600,111.024,113.267,109.903,112.146,108.782,106.539,100.931,106.539,100.931,106.539,3917171,45.632,50,,-0.989,3.039,4.822,1.6,4,13000000000,35000000000
1734705000,113.034,115.318,111.893,114.176,110.751,108.467,102.759,108.467,102.759,108.467,3777755,37.162,50,,0.325,-4.239,0.364,1.6,4,13000000000,35000000000
1734964200,113.422,115.714,112.277,114.568,111.131,108.839,103.111,108.839,103.111,108.839,1675066,37.024,50,,0.171,0.131,-0.726,1.6,4,13000000000,35000000000
1735050600,114.938,117.26,113.777,116.099,112.616,110.294,104.489,110.294,104.489,110.294,4924955,50.626,50,,-0.62,0.04,1.119,1.6,4,13000000000,35000000000
1735137000,117.458,119.831,116.272,118.645,115.085,112.712,106.78,112.712,106.78,112.712,1323887,39.917,50,,0.559,-3.809,1.439,1.6,4,13000000000,35000000000
1735223400,117.018,119.382,115.836,118.2,114.654,112.29,106.38,112.29,106.38,112.29,3348653,33.784,50,,0.63,-4.55,0.185,1.6,4,13000000000,35000000000
1735309800,118.498,120.892,117.301,119.695,116.104,113.71,107.726,113.71,107.726,113.71,1087455,68.21,50,,-0.376,-2.219,-0.844,1.6,4,13000000000,35000000000
1735569000,119.089,121.495,117.886,120.292,116.683,114.278,108.263,114.278,108.263,114.278,3355793,58.301,50,,-0.363,0.347,-0.513,1.6,4,13000000000,35000000000
1735655400,119.216,121.625,118.012,120.421,116.808,114.4,108.378,114.4,108.378,114.4,2751575,52.153,50,,0.398,1.985,3.084,1.6,4,13000000000,35000000000
1735741800,119.312,121.723,118.107,120.518,116.902,114.492,108.466,114.492,108.466,114.492,2167823,44.4,50,,-0.697,0.669,3.448,1.6,4,13000000000,35000000000
1735828200,120.838,123.279,119.617,122.058,118.397,115.955,109.852,115.955,109.852,115.955,3609025,33.347,50,,-0.279,4.284,-2.415,1.6,4,13000000000,35000000000
1735914600,119.701,122.12,118.492,120.91,117.283,114.865,108.819,114.865,108.819,114.865,2611713,41.165,50,,-0.064,-3.51,-3.697,1.6,4,13000000000,35000000000
1736173800,118.578,120.973,117.38,119.776,116.182,113.787,107.798,113.787,107.798,113.787,1824196,32.818,50,,0.159,1.184,0.43,1.6,4,13000000000,35000000000
1736260200,119.773,122.192,118.563,120.983,117.353,114.933,108.884,114.933,108.884,114.933,2005913,53.104,50,,0.108,-1.087,-3.042,1.6,4,13000000000,35000000000
1736346600,120.523,122.958,119.306,121.741,118.088,115.654,109.567,115.654,109.567,115.654,1323588,36.123,50,,0.335,-4.697,-0.946,1.6,4,13000000000,35000000000
1736433000,120.225,122.654,119.011,121.439,117.796,115.367,109.295,115.367,109.295,115.367,1576526,53.64,50,,-0.742,0.385,-4.258,1.6,4,13000000000,35000000000
1736519400,119.038,121.443,117.836,120.241,116.634,114.229,108.217,114.229,108.217,114.229,2600835,35.577,50,,-0.595,2.189,-1.028,1.8,5,14000000000,70000000000
1736778600,120.403,122.835,119.187,121.619,117.97,115.538,109.457,115.538,109.457,115.538,1747858,39.004,50,,0.419,-1.523,0.354,1.8,5,14000000000,70000000000
1736865000,118.443,120.835,117.246,119.639,116.05,113.657,107.675,113.657,107.675,113.657,4470170,41.957,50,,0.411,-4.781,3.005,1.8,5,14000000000,70000000000
1736951400,119.168,121.576,117.965,120.372,116.761,114.353,108.335,114.353,108.335,114.353,1432177,54.607,50,,0.509,-2.451,-4.418,1.8,5,14000000000,70000000000
1737037800,120.932,123.375,119.71,122.153,118.489,116.046,109.938,116.046,109.938,116.046,2323743,36.396,50,,-0.735,4.233,3.219,1.8,5,14000000000,70000000000
1737124200,119.085,121.491,117.882,120.288,116.679,114.273,108.259,114.273,108.259,114.273,2825749,55.337,50,,-0.508,-2.921,0.077,1.8,5,14000000000,70000000000
1737383400,117.311,119.681,116.126,118.496,114.941,112.571,106.646,112.571,106.646,112.571,4800123,69.428,50,,-0.576,4.472,1.609,1.8,5,14000000000,70000000000
1737469800,117.514,119.888,116.327,118.701,115.14,112.766,106.831,112.766,106.831,112.766,4413714,58.65,50,,-0.491,-4.964,-3.791,1.8,5,14000000000,70000000000
1737556200,116.159,118.505,114.986,117.332,113.812,111.466,105.599,111.466,105.599,111.466,4201702,52.509,50,,0.326,0.45,-2.693,1.8,5,14000000000,70000000000
1737642600,114.02,116.323,112.868,115.171,111.716,109.413,103.654,109.413,103.654,109.413,1703697,56.863,50,,0.843,0.029,3.553,1.8,5,14000000000,70000000000
1737729000,116.374,118.725,115.198,117.549,114.023,111.672,105.794,111.672,105.794,111.672,4224981,56.465,50,,-0.203,-0.06,1.693,1.8,5,14000000000,70000000000
1737988200,118.121,120.508,116.928,119.315,115.735,113.349,107.383,113.349,107.383,113.349,1782876,52.381,50,,-0.092,-4.552,-2.857,1.8,5,14000000000,70000000000
1738074600,119.842,122.263,118.631,121.052,117.42,114.999,108.947,114.999,108.947,114.999,3259302,62.894,50,,-0.328,-2.565,-4.229,1.8,5,14000000000,70000000000
1738161000,121.2,123.649,119.976,122.424,118.752,116.303,110.182,116.303,110.182,116.303,4550073,46.907,50,,-0.116,4.569,0.953,1.8,5,14000000000,70000000000
1738247400,119.743,122.162,118.534,120.953,117.324,114.905,108.857,114.905,108.857,114.905,3138035,45.392,50,,-0.279,-2.673,1.586,1.8,5,14000000000,70000000000
1738333800,120.296,122.726,119.081,121.511,117.866,115.435,109.36,115.435,109.36,115.435,4175692,61.075,50,,-0.871,4.059,-0.415,1.8,5,14000000000,70000000000
1738593000,122.104,124.571,120.87,123.337,119.637,117.17,111.003,117.17,111.003,117.17,1741468,65.651,50,,0.708,4.385,-0.308,1.8,5,14000000000,70000000000
1738679400,122.653,125.131,121.414,123.892,120.175,117.698,111.503,117.698,111.503,117.698,1272107,69.623,50,,0.671,-1.037,4.931,1.8,5,14000000000,70000000000
1738765800,124.304,126.815,123.049,125.56,121.793,119.282,113.004,119.282,113.004,119.282,4531880,52.898,50,,-0.397,-2.321,-1.478,1.8,5,14000000000,70000000000
1738852200,126.835,129.398,125.554,128.117,124.273,121.711,115.305,121.711,115.305,121.711,1205873,52.088,50,,0.82,-0.228,-0.732,1.8,5,14000000000,70000000000
1738938600,127.435,130.009,126.147,128.722,124.86,122.286,115.85,122.286,115.85,122.286,2330896,61.809,50,,0.192,0.557,4.969,1.8,5,14000000000,70000000000
1739197800,125.238,127.769,123.973,126.504,122.708,120.178,113.853,120.178,113.853,120.178,3546578,61.485,50,,0.551,-0.849,4.988,1.8,5,14000000000,70000000000
1739284200,126.894,129.457,125.612,128.175,124.33,121.767,115.358,121.767,115.358,121.767,3414446,53.269,50,,-0.926,0.295,-3.991,1.8,5,14000000000,70000000000
1739370600,126.126,128.674,124.852,127.4,123.578,121.03,114.66,121.03,114.66,121.03,4912797,44.734,50,,0.102,1.375,0.827,1.8,5,14000000000,70000000000
1739457000,126.172,128.721,124.897,127.446,123.623,121.074,114.702,121.074,114.702,121.074,3660678,33.35,50,,0.079,-1.655,4.191,1.8,5,14000000000,70000000000
1739543400,126.532,129.088,125.253,127.81,123.975,121.419,115.029,121.419,115.029,121.419,4869640,36.428,50,,-0.35,-2.861,3.96,1.8,5,14000000000,70000000000
1739802600,124.789,127.31,123.528,126.049,122.268,119.747,113.444,119.747,113.444,119.747,1452509,46.159,50,,0.734,-0.791,-1.4,1.8,5,14000000000,70000000000
1739889000,124.082,126.589,122.829,125.336,121.576,119.069,112.802,119.069,112.802,119.069,2089570,54.354,50,,-0.925,-4.365,1.307,1.8,5,14000000000,70000000000
1739975400,125.873,128.416,124.602,127.145,123.33,120.788,114.43,120.788,114.43,120.788,2113639,60.184,50,,-0.206,-2.161,2.858,1.8,5,14000000000,70000000000
1740061800,123.797,126.298,122.547,125.048,121.296,118.795,112.543,118.795,112.543,118.795,3972096,36.816,50,,0.872,-2.327,-4.167,1.8,5,14000000000,70000000000
1740148200,122.79,125.27,121.549,124.03,120.309,117.829,111.627,117.829,111.627,117.829,4045677,55.644,50,,-0.53,-4.012,2.217,1.8,5,14000000000,70000000000
1740407400,120.577,123.013,119.359,121.795,118.141,115.705,109.615,115.705,109.615,115.705,3148105,42.053,50,,0.747,4.759,3.22,1.8,5,14000000000,70000000000
1740493800,118.546,120.941,117.348,119.743,116.151,113.756,107.769,113.756,107.769,113.756,2323129,43.587,50,,-0.408,0.162,-4.647,1.8,5,14000000000,70000000000
1740580200,120.228,122.657,119.014,121.443,117.8,115.371,109.299,115.371,109.299,115.371,4351484,59.899,50,,-0.943,-1.845,2.498,1.8,5,14000000000,70000000000
1740666600,122.302,124.773,121.067,123.538,119.831,117.361,111.184,117.361,111.184,117.361,1170399,58.275,50,,0.404,1.294,0.259,1.8,5,14000000000,70000000000
1740753000,120.803,123.244,119.583,122.023,118.363,115.922,109.821,115.922,109.821,115.922,4788231,37.897,50,,-0.77,-3.7,0.867,1.8,5,14000000000,70000000000
1741012200,119.008,121.413,117.806,120.211,116.604,114.2,108.189,114.2,108.189,114.2,2118188,48.333,50,,0.563,-1.387,-0.439,1.8,5,14000000000,70000000000
1741098600,121.262,123.712,120.037,122.487,118.812,116.363,110.238,116.363,110.238,116.363,3577382,58.929,50,,-0.56,4.325,-4.906,1.8,5,14000000000,70000000000
1741185000,123.836,126.338,122.585,125.087,121.335,118.833,112.579,118.833,112.579,118.833,1135326,36.576,50,,0.797,-4.601,-2.699,1.8,5,14000000000,70000000000
1741271400,125.975,128.52,124.702,127.247,123.43,120.885,114.523,120.885,114.523,120.885,3199088,62.683,50,,-0.93,0.282,-2.906,1.8,5,14000000000,70000000000
1741357800,124.983,127.508,123.721,126.246,122.458,119.933,113.621,119.933,113.621,119.933,3057240,50.236,50,,-0.35,4.444,-4.265,1.8,5,14000000000,70000000000
1741617000,125.603,128.141,124.335,126.872,123.066,120.528,114.185,120.528,114.185,120.528,1786542,57.376,50,,-0.406,4.33,-0.738,1.8,5,14000000000,70000000000
1741703400,125.592,128.129,124.323,126.861,123.055,120.518,114.174,120.518,114.174,120.518,1097183,49.494,50,,0.86,1.592,0.78,1.8,5,14000000000,70000000000
1741789800,126.349,128.902,125.073,127.626,123.797,121.244,114.863,121.244,114.863,121.244,4548054,47.299,50,,0.415,-1.564,-4.259,1.8,5,14000000000,70000000000
1741876200,126.052,128.599,124.779,127.325,123.506,120.959,114.593,120.959,114.593,120.959,3942825,50.569,50,,-0.011,3.42,1.079,1.8,5,14000000000,70000000000
1741962600,127.027,129.594,125.744,128.311,124.461,121.895,115.48,121.895,115.48,121.895,4941965,50.044,50,,-0.045,1.805,0.757,1.8,5,14000000000,70000000000
1742221800,129.06,131.667,127.756,130.364,126.453,123.845,117.327,123.845,117.327,123.845,2887747,54.149,50,,-0.669,-2.317,3.194,1.8,5,14000000000,70000000000
1742308200,128.113,130.701,126.819,129.407,125.525,122.937,116.467,122.937,116.467,122.937,4208405,62.228,50,,0.215,-2.408,-1.898,1.8,5,14000000000,70000000000
1742394600,128.804,131.406,127.503,130.105,126.202,123.6,117.095,123.6,117.095,123.6,1192300,61.277,50,,-0.085,-1.445,0.08,1.8,5,14000000000,70000000000
1742481000,127.36,129.932,126.073,128.646,124.787,122.214,115.781,122.214,115.781,122.214,2996485,67.02,50,,0.393,1.258,-1.161,1.8,5,14000000000,70000000000
1742567400,127.152,129.721,125.867,128.436,124.583,122.014,115.593,122.014,115.593,122.014,3692520,34.449,50,,0.743,4.155,-2.442,1.8,5,14000000000,70000000000
1742826600,127.499,130.074,126.211,128.786,124.923,122.347,115.908,122.347,115.908,122.347,1226617,42.258,50,,-0.97,-1.618,0.892,1.8,5,14000000000,70000000000
1742913000,129.163,131.772,127.858,130.467,126.553,123.944,117.421,123.944,117.421,123.944,4650580,31.99,50,,0.433,-1.714,1.715,1.8,5,14000000000,70000000000
1742999400,131.033,133.68,129.71,132.357,128.386,125.739,119.121,125.739,119.121,125.739,1277957,35.135,50,,0.382,4.595,1.074,1.8,5,14000000000,70000000000
1743085800,129.692,132.312,128.382,131.002,127.072,124.452,117.902,124.452,117.902,124.452,3701346,58.022,50,,-0.634,2.662,0.042,1.8,5,14000000000,70000000000
1743172200,130.225,132.856,128.91,131.541,127.595,124.964,118.387,124.964,118.387,124.964,2534222,42.101,50,,-0.244,4.271,4.73,1.8,5,14000000000,70000000000
1743431400,132.055,134.723,130.721,133.389,129.387,126.719,120.05,126.719,120.05,126.719,4598394,32.968,50,,-0.602,4.375,1.079,1.8,5,14000000000,70000000000
1743517800,132.839,135.522,131.497,134.181,130.155,127.472,120.763,127.472,120.763,127.472,3641362,38.982,50,,0.426,-1.206,1.219,1.8,5,14000000000,70000000000
1743604200,134.2,136.911,132.844,135.555,131.488,128.777,122.0,128.777,122.0,128.777,2255164,59.753,50,,0.758,-4.985,2.045,1.8,5,14000000000,70000000000
1743690600,133.247,135.939,131.901,134.593,130.556,127.864,121.134,127.864,121.134,127.864,3088388,36.835,50,,-0.707,4.921,-0.63,1.8,5,14000000000,70000000000
1743777000,132.496,135.173,131.158,133.834,129.819,127.142,120.451,127.142,120.451,127.142,4360447,50.528,50,,-0.365,1.038,0.836,2.0,5,15000000000,70000000000
1744036200,131.472,134.128,130.144,132.8,128.816,126.16,119.52,126.16,119.52,126.16,3298695,56.507,50,,-0.141,3.42,2.523,2.0,5,15000000000,70000000000
1744122600,132.37,135.044,131.033,133.707,129.696,127.022,120.336,127.022,120.336,127.022,1482202,50.046,50,,0.74,2.479,2.494,2.0,5,15000000000,70000000000
1744209000,135.224,137.956,133.858,136.59,132.493,129.761,122.931,129.761,122.931,129.761,2110139,47.471,50,,0.569,-4.458,0.969,2.0,5,15000000000,70000000000
1744295400,135.44,138.176,134.072,136.808,132.704,129.968,123.127,129.968,123.127,129.968,1683939,35.189,50,,0.845,4.785,-4.317,2.0,5,15000000000,70000000000
1744381800,132.749,135.431,131.408,134.09,130.068,127.386,120.681,127.386,120.681,127.386,1259196,46.918,50,,0.432,-4.79,-4.45,2.0,5,15000000000,70000000000
1744641000,130.289,132.921,128.973,131.605,127.657,125.025,118.444,125.025,118.444,125.025,2422413,43.308,50,,-0.963,-4.912,-2.886,2.0,5,15000000000,70000000000
1744727400,128.778,131.38,127.477,130.079,126.177,123.575,117.071,123.575,117.071,123.575,2238842,53.268,50,,0.043,3.888,-3.173,2.0,5,15000000000,70000000000
1744813800,128.32,130.912,127.024,129.616,125.727,123.135,116.654,123.135,116.654,123.135,1250699,39.544,50,,0.111,-0.474,-1.686,2.0,5,15000000000,70000000000
1744900200,127.946,130.53,126.653,129.238,125.361,122.776,116.314,122.776,116.314,122.776,1067072,52.502,50,,0.011,-4.063,-3.151,2.0,5,15000000000,70000000000
1744986600,126.595,129.153,125.316,127.874,124.038,121.48,115.087,121.48,115.087,121.48,2275846,66.228,50,,-0.804,2.949,3.781,2.0,5,15000000000,70000000000
1745245800,124.841,127.363,123.58,126.102,122.319,119.797,113.492,119.797,113.492,119.797,4493747,47.727,50,,-0.538,2.476,4.618,2.0,5,15000000000,70000000000
1745332200,122.65,125.128,121.411,123.889,120.172,117.694,111.5,117.694,111.5,117.694,1374410,47.701,50,,0.587,1.648,-3.808,2.0,5,15000000000,70000000000
1745418600,121.24,123.689,120.015,122.464,118.79,116.341,110.218,116.341,110.218,116.341,4129634,59.135,50,,-0.825,2.863,2.424,2.0,5,15000000000,70000000000
1745505000,123.593,126.09,122.345,124.842,121.096,118.599,112.357,118.599,112.357,118.599,3994936,40.085,50,,-0.154,-2.514,-4.677,2.0,5,15000000000,70000000000
1745591400,122.428,124.901,121.191,123.665,119.955,117.482,111.298,117.482,111.298,117.482,1817045,43.031,50,,-0.286,2.644,4.224,2.0,5,15000000000,70000000000
1745850600,124.439,126.953,123.182,125.696,121.925,119.411,113.126,119.411,113.126,119.411,2604108,64.581,50,,-0.227,-0.739,-2.555,2.0,5,15000000000,70000000000
1745937000,126.289,128.84,125.014,127.565,123.738,121.187,114.808,121.187,114.808,121.187,4679917,43.748,50,,-0.643,1.491,-2.603,2.0,5,15000000000,70000000000
1746023400,127.863,130.446,126.572,129.155,125.28,122.697,116.239,122.697,116.239,122.697,2831201,65.419,50,,0.065,4.208,4.308,2.0,5,15000000000,70000000000
1746109800,129.359,131.972,128.052,130.666,126.746,124.132,117.599,124.132,117.599,124.132,2554176,46.37,50,,-0.271,-1.841,4.581,2.0,5,15000000000,70000000000
1746196200,129.549,132.167,128.241,130.858,126.932,124.315,117.772,124.315,117.772,124.315,2553103,35.094,50,,-0.664,0.668,3.716,2.0,5,15000000000,70000000000
1746455400,130.829,133.472,129.508,132.151,128.186,125.543,118.936,125.543,118.936,125.543,1627028,36.677,50,,0.29,-3.478,-3.389,2.0,5,15000000000,70000000000
1746541800,132.678,135.358,131.338,134.018,129.998,127.317,120.616,127.317,120.616,127.317,2064862,39.417,50,,0.29,-3.285,3.559,2.0,5,15000000000,70000000000
